,,,Resultant Columns to be filled with web scraping,,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL201271,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL384118,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL76846,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL259185,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL240084,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL358104,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL80197,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL300616,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL239045,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL372787,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL377392,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL213046,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL424328,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL373984,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL3734889,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL258140,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL3580743,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL387016,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL35838,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL115652,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1729417,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL187093,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL3736285,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL3233197,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL290217,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL325750,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL420863,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL120758,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL604710,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL257661,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL494350,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL2391791,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1076586,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL115280,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL2441082,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL112203,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL556578,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1094231,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL322796,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL13786,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL415284,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL38874,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL567175,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL8234,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1278088,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL963,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL543876,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL441765,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL305187,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL3736156,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1189234,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1390716,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL479383,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1210154,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL251254,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL485,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL3613642,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL3099716,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL204449,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL267014,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL487046,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL2440659,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL3771118,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL414883,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1909073,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL588119,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1909072,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL2103774,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL2079587,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1201216,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL3350037,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL13341,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1110,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1490,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL895,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1020,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1319362,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1200545,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1754,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL60889,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL427526,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1371125,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL838,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1592,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL47244,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1366,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1481,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL227934,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1628227,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1626,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1201146,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1255901,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1200604,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL508112,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL870,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1201203,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1262,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1016,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL54126,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL698,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL49080,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL521589,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1219,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL45245,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL531,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1732,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1123,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL87285,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL56337,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL116,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL894,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL305660,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1566,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL914,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL923,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL621,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL417,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL637,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL54440,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1172,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL701,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL18797,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL509,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL420,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL270299,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1479,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL175,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1393,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL926,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1385840,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1729,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL976,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1113,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL189,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL128,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL15245,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL631,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL516,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL434,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL191,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1200633,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL404,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1483,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL30008,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL269732,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1460,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL597,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL716,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL14,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL584,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL115,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL94,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL12131,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL723,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL93,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL547,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1491,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL564,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL659,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1544,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL686,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL728,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL19224,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL21,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL490,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL72,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL493,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL114,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL192,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL80,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL50588,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL643,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL296419,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1405,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL334255,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL141,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1428,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1467,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL443,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL715,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL49,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL841,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL481,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL57,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL445,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL19215,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL163,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1503,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL567,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL23,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL122,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL595,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL479,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL822,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL139,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL6437,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL415,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL629,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL95,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL177,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL633,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1064,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL41,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL17157,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL84,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL808,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1741,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL12,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL182,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL121,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL496,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL20,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL563,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL90555,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL727,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL964,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL88,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL567597,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1751,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL527,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL310555,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL529,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL388590,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL254219,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL998,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL221753,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL64,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL45,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1554,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1433,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL991,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL222863,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL178,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL193,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL1425,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL9514,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL71,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL184,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL83,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL219916,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL160,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL6966,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL866,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL42,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL917,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL103,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL12089,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL129,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL61,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL118,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL521,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL532,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL9,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL123292,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL64391,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL6,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL58,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL91,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL107,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL54,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL559147,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL267345,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL104,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL185,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL44,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL8,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL157101,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL10,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL3545252,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL888,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL11359,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL428647,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL803,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL159,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL38,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL553025,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL105,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL34259,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL65,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL413,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL44657,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL53463,,,,,
CHEMBL233,Mu opioid receptor,P35372,7704,CHEMBL941,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL123694,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL122230,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL211813,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL211071,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL210457,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL2312725,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL124137,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL1935744,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL258473,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL2071051,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL2071047,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL114535,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL2322909,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL2070888,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL1080421,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL123465,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL2070884,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL4064795,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL340221,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL2322929,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL544678,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL3898647,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL261027,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL2071039,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL601732,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL1955898,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL3798766,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL520122,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL2042305,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL3913413,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL2042310,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL3798383,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL4076435,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL1955918,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL67134,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL89093,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL4067401,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL32481,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL408186,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL32591,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL284615,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL431703,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL287529,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL32229,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL2042298,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL187093,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL2382420,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL335950,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL2382432,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL2380386,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL444550,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL2064645,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL39664,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL217899,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL75897,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL188343,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL1255588,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL12314,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL420705,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL1672627,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL2107804,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL519809,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL3358920,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL1278088,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL3736156,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL418333,,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,7195,CHEMBL284237,,,,,
